LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,Location 1
M478,Inwood Academy for Leadership Charter School,108 COOPER STREET,1006144,255823,112,10,30300,0,MN01,Marble Hill-Inwood                                                         ,Christina Reyes,6,NULL,OFFICE OF CHARTER SCHOOLS,"108 COOPER STREET
MANHATTAN, NY 10034
(40.868831, -73.920841)"
M481,Democracy Prep Harlem Charter School,207 WEST 133RD STREET,999474,236062,110,9,22600,1019390026,MN03,Central Harlem North-Polo Grounds                                          ,Theresa Walsh/Zachary Siegel,5,NULL,OFFICE OF CHARTER SCHOOLS,"207 WEST 133RD STREET
MANHATTAN, NY 10030
(40.814598, -73.945)"
M482,Success Academy Charter School - Harlem 5,301 WEST 140 STREET,999597,238109,110,9,22102,1020420035,MN03,Central Harlem North-Polo Grounds                                          ,Meghan Mackay/Molly Cohen,5,NULL,OFFICE OF CHARTER SCHOOLS,"301 WEST 140 STREET
MANHATTAN, NY 10030
(40.820216, -73.944551)"
M518,East Harlem Scholars Academy Charter School,2050 Second Avenue,1000177,227104,111,8,17000,1016770001,MN33,East Harlem South                                                          ,Desree Cabrall-Njenga,4,NULL,OFFICE OF CHARTER SCHOOLS,"2050 Second Avenue
Manhattan, NY 10029
(40.79001, -73.942482)"
M523,Success Academy Charter School - Upper West,145 WEST  84 STREET,991316,225688,107,6,16900,1012150001,MN12,Upper West Side                                                            ,Jennifer Haynes,3,NULL,OFFICE OF CHARTER SCHOOLS,"145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
M704,Harbor Science and Arts Charter School,132 EAST 111 STREET,999631,229069,111,8,17200,1016380057,MN33,East Harlem South                                                          ,Joanne Hunt,4,NULL,OFFICE OF CHARTER SCHOOLS,"132 EAST 111 STREET
MANHATTAN, NY 10029
(40.795404, -73.944449)"
M708,Harlem Prep Charter School,240 EAST 123 STREET,1002153,231309,111,8,19400,1017870080,MN34,East Harlem North                                                          ,STEVE CUNNING,4,NULL,OFFICE OF CHARTER SCHOOLS,"240 EAST 123 STREET
MANHATTAN, NY 10035
(40.801547, -73.935335)"
M709,Harlem Village Academy Charter School,244 WEST 144 STREET,1000549,238471,110,9,23200,1020290011,MN03,Central Harlem North-Polo Grounds                                          ,Jason Epting/Kevin Tallat-Kelpsa,5,NULL,OFFICE OF CHARTER SCHOOLS,"244 WEST 144 STREET
MANHATTAN, NY 10030
(40.821208, -73.941111)"
M726,KIPP STAR College Prep Charter School,433 WEST 123 STREET,996507,234674,109,7,20901,1019640012,MN09,Morningside Heights                                                        ,Joseph Negron/Natalie Webb,5,NULL,OFFICE OF CHARTER SCHOOLS,"433 WEST 123 STREET
MANHATTAN, NY 10027
(40.810793, -73.955722)"
M861,Future Leaders Institute Charter School,134 WEST 122 STREET,998539,232949,110,9,22000,1019060011,MN11,Central Harlem South                                                       ,Dani McPartlin,3,NULL,OFFICE OF CHARTER SCHOOLS,"134 WEST 122 STREET
MANHATTAN, NY 10027
(40.806055, -73.948385)"
Q083,Central Queens Academy Charter School,55-30 JUNCTION BOULEVARD,1021259,207931,404,25,45700,4019010026,QN29,Elmhurst                                                                   ,Jesse Tang,24,NULL,OFFICE OF CHARTER SCHOOLS,"55-30 JUNCTION BOULEVARD
QUEENS, NY 11373
(40.737321, -73.866454)"
Q298,Middle Village Prep Charter School,68-02 METROPOLITAN AVENUE,1015210,198323,405,30,61301,4036670023,QN20,Ridgewood                                                                  ,Nancy Velez,24,NULL,OFFICE OF CHARTER SCHOOLS,"68-02 METROPOLITAN AVENUE
QUEENS, NY 11379
(40.710973, -73.888325)"
Q304,VOICE Charter School of New York,36-24 12TH STREET,1000876,216308,401,26,8500,4003520001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Frank Headley,30,NULL,OFFICE OF CHARTER SCHOOLS,"36-24 12TH STREET
QUEENS, NY 11106
(40.760376, -73.939984)"
Q321,Growing Up Green Charter School,39-37 28th Street,1002053,213475,401,26,3100,4003980001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Matthew Greenberg,30,NULL,OFFICE OF CHARTER SCHOOLS,"39-37 28th Street
Long Island City, NY 11101
(40.752598, -73.935743)"
Q340,Challenge Preparatory Charter School,710 HARTMAN LANE,1049768,158011,414,31,100802,4157370010,QN15,Far Rockaway-Bayswater                                                     ,Debra Sostre,27,NULL,OFFICE OF CHARTER SCHOOLS,"710 HARTMAN LANE
QUEENS, NY 11691
(40.600137, -73.764065)"
Q341,Riverton Street Charter School,118-34 RIVERTON STREET,1049807,190543,412,27,36600,4124490004,QN08,St. Albans                                                                 ,Verone Kennedy,29,NULL,OFFICE OF CHARTER SCHOOLS,"118-34 RIVERTON STREET
QUEENS, NY 11412
(40.68943, -73.763609)"
Q705,Renaissance Charter School,35-59 81ST STREET,1016164,212519,403,25,28300,4012810038,QN28,Jackson Heights                                                            ,Stacey Gauthier,30,NULL,OFFICE OF CHARTER SCHOOLS,"35-59 81ST STREET
QUEENS, NY 11372
(40.749934, -73.884817)"
Q706,Our World Neighborhood Charter School,36-12 35 AVENUE,1005257,214613,401,26,5700,4006400024,QN70,Astoria                                                                    ,Brian Ferguson,30,NULL,OFFICE OF CHARTER SCHOOLS,"36-12 35 AVENUE
QUEENS, NY 11106
(40.755714, -73.924175)"
R067,John W. Lavelle Preparatory Charter School,1 TELEPORT DRIVE,934775,160508,502,50,29103,5021650200,SI05,New Springville-Bloomfield-Travis                                          ,Christopher Zilinski,31,NULL,OFFICE OF CHARTER SCHOOLS,"1 TELEPORT DRIVE
STATEN IS, NY 10311
(40.607104, -74.178183)"
R073,New World Preparatory Charter School,26 SHARPE AVENUE,946182,172358,501,49,20700,5010840062,SI28,Port Richmond                                                              ,Amanda Ainley,31,NULL,OFFICE OF CHARTER SCHOOLS,"26 SHARPE AVENUE
STATEN ISLAND, NY 10302
(40.639677, -74.137166)"
X133,Icahn Charter School 6,1701 FULTON AVENUE,1012488,245969,203,15,16500,2029300075,BX01,Claremont-Bathgate                                                         ,Brian Geelan,9,NULL,OFFICE OF CHARTER SCHOOLS,"1701 FULTON AVENUE
BRONX, NY 10457
(40.841758, -73.897943)"
X165,Grand Concourse Charter School,925 HUTCHINSON RIVER PARKWAY,1029002,240149,210,13,9000,2055420001,BX09,Soundview-Castle Hill-Clason Point-Harding Park                            ,Ira Victor,8,NULL,OFFICE OF CHARTER SCHOOLS,"925 HUTCHINSON RIVER PARKWAY
BRONX, NY 10465
(40.825715, -73.838299)"
X177,Mott Hall Charter School,1260 FRANKLIN AVENUE,1011409,242023,203,16,14900,2026150014,BX35,Morrisania-Melrose                                                         ,Connie Lobdell,9,NULL,OFFICE OF CHARTER SCHOOLS,"1260 FRANKLIN AVENUE
BRONX, NY 10456
(40.83093, -73.901859)"
X185,Bronx Lighthouse Charter School,1001 INTERVALE AVENUE,1012648,239218,202,17,12901,2026990045,BX33,Longwood                                                                   ,Alexandra Duggins,12,NULL,OFFICE OF CHARTER SCHOOLS,"1001 INTERVALE AVENUE
BRONX, NY 10459
(40.823228, -73.897394)"
X255,Bronx Charter School for Excellence,1960 BENEDICT AVENUE,1023397,243167,209,18,22200,2039300038,BX46,Parkchester                                                                ,Charlene Reid,11,NULL,OFFICE OF CHARTER SCHOOLS,"1960 BENEDICT AVENUE
BRONX, NY 10462
(40.834025, -73.858533)"
X345,Hyde Leadership Charter School,730 BRYANT AVENUE,1016003,236526,202,17,11700,2027630279,BX27,Hunts Point                                                                ,Tom Sturtevant,8,NULL,OFFICE OF CHARTER SCHOOLS,"730 BRYANT AVENUE
BRONX, NY 10474
(40.815827, -73.885284)"
X346,South Bronx Classical Charter School,977 FOX STREET,1013486,238792,202,17,15900,2027140004,BX27,Hunts Point                                                                ,Lester Long,12,NULL,OFFICE OF CHARTER SCHOOLS,"977 FOX STREET
BRONX, NY 10459
(40.822056, -73.894368)"
X378,Icahn Charter School 2,1640 BRONXDALE AVE,1023541,247174,211,13,24400,2040910001,BX37,Van Nest-Morris Park-Westchester Square                                    ,Brenda Carrasquillo,11,NULL,OFFICE OF CHARTER SCHOOLS,"1640 BRONXDALE AVE
BRONX, NY 10462
(40.845023, -73.857989)"
X389,Bronx Global Learning Institute for Girls Charter,750 CONCOURSE VILLAGE WEST,1005692,239133,204,17,6100,2024430079,BX14,East Concourse-Concourse Village                                           ,MARY CORDERO/SYLVIA KEITT,7,NULL,OFFICE OF CHARTER SCHOOLS,"750 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.823014, -73.922527)"
X398,Bronx Community Charter School,3170 WEBSTER AVENUE,1018696,257158,207,11,42500,0,BX43,Norwood                                                                    ,Martha Andrews/Sasha Wilson,10,NULL,OFFICE OF CHARTER SCHOOLS,"3170 WEBSTER AVENUE
BRONX, NY 10467
(40.872455, -73.875451)"
X419,Bronx Academy of Promise Charter School,1349 INWOOD AVENUE,1006498,245138,204,16,21900,0,BX26,Highbridge                                                                 ,Catherine Jackvony,9,NULL,OFFICE OF CHARTER SCHOOLS,"1349 INWOOD AVENUE
BRONX, NY 10452
(40.839503, -73.919597)"
X422,Icahn Charter School 3,1500 PELHAM PARKWAY SOUTH,1027677,251374,211,13,29600,2042220005,BX49,Pelham Parkway                                                             ,Marcy Glattstein,11,NULL,OFFICE OF CHARTER SCHOOLS,"1500 PELHAM PARKWAY SOUTH
BRONX, NY 10461
(40.856531, -73.843013)"
X460,Atmosphere Charter School,22 MARBLE HILL AVENUE,1009022,258135,208,10,30900,0,MN01,Marble Hill-Inwood                                                         ,COLIN GREENE,10,NULL,OFFICE OF CHARTER SCHOOLS,"22 MARBLE HILL AVENUE
BRONX, NY 10463
(40.875161, -73.910426)"
X461,Metropolitan Lighthouse Charter School,180 West 165th street,1003677,243349,204,8,18900,0,BX26,Highbridge                                                                 ,Tyra Williams,9,NULL,OFFICE OF CHARTER SCHOOLS,"180 West 165th street
BRONX, NY 10452
(40.834599, -73.929797)"
X471,American Dream Charter School,510 EAST 141 STREET,1007111,234037,201,8,3900,2022670015,BX39,Mott Haven-Port Morris                                                     ,Melissa Melkonian,7,NULL,OFFICE OF CHARTER SCHOOLS,"510 EAST 141 STREET
BRONX, NY 10454
(40.809023, -73.917417)"
X482,Dr. Richard Izquierdo Health and Science Charter S,800 HOME STREET,1011761,240567,203,16,13100,2026710011,BX33,Longwood                                                                   ,Richard Burke,12,NULL,OFFICE OF CHARTER SCHOOLS,"800 HOME STREET
BRONX, NY 10456
(40.826933, -73.900593)"
X487,Girls Preparatory Charter School of the Bronx,681 KELLY STREET,1011487,236612,202,17,8300,2026860020,BX33,Longwood                                                                   ,Rebekah Adamek/Michael Farkosh,8,NULL,OFFICE OF CHARTER SCHOOLS,"681 KELLY STREET
BRONX, NY 10455
(40.816078, -73.901599)"
X488,The Equality Charter School,4140 HUTCHINSON RIVER PKWAY EA,1032982,254132,210,12,30200,2051350200,BX13,Co-op City                                                                 ,Caitlin Franco,11,NULL,OFFICE OF CHARTER SCHOOLS,"4140 HUTCHINSON RIVER PKWAY EA
BRONX, NY 10475
(40.864073, -73.823816)"
X491,Academic Leadership Charter School,677 EAST 141 STREET,1008457,233635,201,8,3300,2025710001,BX39,Mott Haven-Port Morris                                                     ,Norma Hurwitz/Leena Varghese,7,NULL,OFFICE OF CHARTER SCHOOLS,"677 EAST 141 STREET
BRONX, NY 10454
(40.807916, -73.912557)"
X492,South Bronx Early College Academy Charter School,766 WESTCHESTER AVENUE,1010760,237336,201,17,79,2026760003,BX34,Melrose South-Mott Haven North                                             ,RIC CAMPBELL,8,NULL,OFFICE OF CHARTER SCHOOLS,"766 WESTCHESTER AVENUE
Bronx, NY 10455
(40.818069, -73.904223)"
X493,Success Academy Charter School - Bronx 1,339 MORRIS AVENUE,1004735,235732,201,8,5100,2023330070,BX39,Mott Haven-Port Morris                                                     ,Elizabeth Vandlik,7,NULL,OFFICE OF CHARTER SCHOOLS,"339 MORRIS AVENUE
BRONX, NY 10451
(40.813681, -73.925995)"
X494,Success Academy Charter School - Bronx 2,450 SAINT PAUL'S PLACE,1010546,243845,203,16,14702,2029020001,BX01,Claremont-Bathgate                                                         ,Vanessa Bangser,9,NULL,OFFICE OF CHARTER SCHOOLS,"450 SAINT PAUL'S PLACE
BRONX, NY 10456
(40.835934, -73.90497)"
X496,Icahn Charter School 4,1500 PELHAM PARKWAY SOUTH,1027677,251374,211,13,29600,2042220005,BX49,Pelham Parkway                                                             ,Michelle Allen,11,NULL,OFFICE OF CHARTER SCHOOLS,"1500 PELHAM PARKWAY SOUTH
BRONX, NY 10461
(40.856531, -73.843013)"
X538,Icahn Charter School 5,1500 PELHAM PARKWAY SOUTH,1027677,251374,211,13,29600,2042220005,BX49,Pelham Parkway                                                             ,Lawford Cunningham,11,NULL,OFFICE OF CHARTER SCHOOLS,"1500 PELHAM PARKWAY SOUTH
BRONX, NY 10461
(40.856531, -73.843013)"
X585,Legacy College Preparatory,416 WILLIS AVENUE,1006401,235510,201,8,4300,0,BX39,Mott Haven-Port Morris                                                     ,NULL,7,NULL,OFFICE OF CHARTER SCHOOLS,"416 WILLIS AVENUE
BRONX, NY 10454
(40.813077, -73.919979)"
X703,Bronx Preparatory Charter School,3872 THIRD AVENUE,1011886,244990,203,16,16700,2029290008,BX01,Claremont-Bathgate                                                         ,Emmanuel George,9,NULL,OFFICE OF CHARTER SCHOOLS,"3872 THIRD AVENUE
BRONX, NY 10457
(40.839072, -73.900123)"
X704,KIPP Academy Charter School,250 EAST 156 STREET,1006076,238973,204,17,6100,2024430190,BX14,East Concourse-Concourse Village                                           ,Natalie Webb/Frank Corcoran,7,NULL,OFFICE OF CHARTER SCHOOLS,"250 EAST 156 STREET
BRONX, NY 10451
(40.822574, -73.92114)"
